FPR,TPR
0.0,0.0136986301369863
0.0,0.0273972602739726
0.0,0.0410958904109589
0.0,0.0547945205479452
0.0,0.0684931506849315
0.0,0.0821917808219178
0.0,0.0958904109589041
0.0,0.1095890410958904
0.0,0.1232876712328767
0.0,0.136986301369863
0.0,0.1506849315068493
0.0,0.1643835616438356
0.0,0.1780821917808219
0.0,0.1917808219178082
0.0,0.2054794520547945
0.0,0.2191780821917808
0.0,0.2328767123287671
0.0,0.2465753424657534
0.0,0.2602739726027397
0.0,0.273972602739726
0.0,0.2876712328767123
0.0,0.3013698630136986
0.0,0.3150684931506849
0.0,0.3287671232876712
0.0,0.3424657534246575
0.009345794392523364,0.3424657534246575
0.009345794392523364,0.3561643835616438
0.009345794392523364,0.3698630136986301
0.009345794392523364,0.3835616438356164
0.018691588785046728,0.3835616438356164
0.018691588785046728,0.3972602739726027
0.018691588785046728,0.410958904109589
0.018691588785046728,0.4246575342465753
0.018691588785046728,0.4383561643835616
0.018691588785046728,0.4520547945205479
0.018691588785046728,0.4657534246575342
0.018691588785046728,0.4794520547945205
0.018691588785046728,0.4931506849315068
0.018691588785046728,0.5068493150684932
0.018691588785046728,0.5616438356164384
0.018691588785046728,0.5753424657534246
0.018691588785046728,0.589041095890411
0.018691588785046728,0.6027397260273972
0.028037383177570093,0.6027397260273972
0.028037383177570093,0.6164383561643836
0.037383177570093455,0.6164383561643836
0.037383177570093455,0.6301369863013698
0.04672897196261682,0.6301369863013698
0.056074766355140186,0.6301369863013698
0.06542056074766354,0.6301369863013698
0.07476635514018691,0.6301369863013698
0.08411214953271028,0.6301369863013698
0.08411214953271028,0.6438356164383562
0.09345794392523364,0.6438356164383562
0.09345794392523364,0.6575342465753424
0.102803738317757,0.6575342465753424
0.102803738317757,0.6712328767123288
0.11214953271028037,0.6712328767123288
0.11214953271028037,0.684931506849315
0.12149532710280374,0.684931506849315
0.12149532710280374,0.6986301369863014
0.12149532710280374,0.7123287671232876
0.1308411214953271,0.7123287671232876
0.14018691588785046,0.7123287671232876
0.14018691588785046,0.726027397260274
0.14018691588785046,0.7397260273972602
0.14018691588785046,0.7534246575342466
0.14953271028037382,0.7534246575342466
0.1588785046728972,0.7534246575342466
0.1588785046728972,0.7671232876712328
0.1588785046728972,0.7808219178082192
0.1588785046728972,0.7945205479452054
0.1588785046728972,0.8082191780821918
0.1588785046728972,0.821917808219178
0.1588785046728972,0.8356164383561644
0.16822429906542055,0.8356164383561644
0.16822429906542055,0.8493150684931506
0.16822429906542055,0.863013698630137
0.17757009345794392,0.863013698630137
0.18691588785046728,0.863013698630137
0.19626168224299065,0.863013698630137
0.205607476635514,0.863013698630137
0.21495327102803738,0.863013698630137
0.22429906542056074,0.863013698630137
0.2336448598130841,0.863013698630137
0.24299065420560748,0.863013698630137
0.2523364485981308,0.863013698630137
0.2616822429906542,0.863013698630137
0.2616822429906542,0.8767123287671232
0.27102803738317754,0.8767123287671232
0.2803738317757009,0.8767123287671232
0.2897196261682243,0.8767123287671232
0.29906542056074764,0.8767123287671232
0.308411214953271,0.8767123287671232
0.3177570093457944,0.8767123287671232
0.32710280373831774,0.8767123287671232
0.3364485981308411,0.8767123287671232
0.34579439252336447,0.8767123287671232
0.34579439252336447,0.8904109589041096
0.35514018691588783,0.8904109589041096
0.3644859813084112,0.8904109589041096
0.37383177570093457,0.8904109589041096
0.38317757009345793,0.8904109589041096
0.3925233644859813,0.8904109589041096
0.40186915887850466,0.8904109589041096
0.411214953271028,0.8904109589041096
0.4205607476635514,0.8904109589041096
0.42990654205607476,0.8904109589041096
0.4392523364485981,0.8904109589041096
0.4392523364485981,0.9041095890410958
0.45794392523364486,0.9041095890410958
0.4672897196261682,0.9041095890410958
0.4766355140186916,0.9041095890410958
0.48598130841121495,0.9041095890410958
0.4953271028037383,0.9041095890410958
0.5046728971962616,0.9041095890410958
0.514018691588785,0.9041095890410958
0.5233644859813084,0.9041095890410958
0.5233644859813084,0.9178082191780822
0.5327102803738317,0.9178082191780822
0.5420560747663551,0.9178082191780822
0.5514018691588785,0.9178082191780822
0.5607476635514018,0.9178082191780822
0.5700934579439252,0.9178082191780822
0.5794392523364486,0.9178082191780822
0.5887850467289719,0.9178082191780822
0.5981308411214953,0.9178082191780822
0.6074766355140186,0.9178082191780822
0.616822429906542,0.9178082191780822
0.6261682242990654,0.9178082191780822
0.6355140186915887,0.9178082191780822
0.6448598130841121,0.9178082191780822
0.6542056074766355,0.9178082191780822
0.6635514018691588,0.9178082191780822
0.6728971962616822,0.9178082191780822
0.6822429906542056,0.9178082191780822
0.6822429906542056,0.9315068493150684
0.6822429906542056,0.9452054794520548
0.6915887850467289,0.9452054794520548
0.7009345794392523,0.9452054794520548
0.7009345794392523,0.958904109589041
0.7289719626168224,0.958904109589041
0.7663551401869159,0.958904109589041
0.7757009345794392,0.958904109589041
0.7850467289719626,0.958904109589041
0.794392523364486,0.958904109589041
0.8037383177570093,0.9726027397260274
0.8130841121495327,0.9726027397260274
0.822429906542056,0.9726027397260274
0.8317757009345794,0.9726027397260274
0.8411214953271028,0.9726027397260274
0.8504672897196262,0.9726027397260274
0.8504672897196262,0.9863013698630136
0.8598130841121495,0.9863013698630136
0.8691588785046729,0.9863013698630136
0.8785046728971962,0.9863013698630136
0.8878504672897196,0.9863013698630136
0.897196261682243,0.9863013698630136
0.9065420560747663,0.9863013698630136
0.9065420560747663,1.0
0.9158878504672897,1.0
0.9252336448598131,1.0
0.9345794392523364,1.0
0.9439252336448598,1.0
0.9532710280373832,1.0
0.9626168224299065,1.0
0.9719626168224299,1.0
0.9813084112149533,1.0
1.0,1.0
0.0,0.0
1.0,1.0
